ID,TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,platforms,languages,revenues,province,region,,,,,,,,,,,,
3558,Radio 7.7,true,http://7punto7radio.com/,https://www.facebook.com/77-Radio-208467352502363,https://twitter.com/7punto7Radio,https://www.youtube.com/channel/UCSpRdHOj0jawZCxgLonr_8g,https://instagram.com/7punto7radio,,,,,2012,,,,ES,"Segunda planta local 13, Av. los Indianos, 22, 38700 Santa Cruz de la Palma, Santa Cruz de Tenerife",38700,Puerto del Rosario,local,false,,,true,false,true,General,,private,false,ES_2739,28.6749252,-17.7697879,,,2022-09-06T08:54:01.607Z,2023-01-27T11:10:58.602Z,2022-09-06T09:22:58.469Z,"radio, web",spanish,,Santa Cruz de Tenerife,Canarias,,,,,,,,,,,,
3559,Radio 7 Valencia,false,http://www.radiosiete.com/,https://www.facebook.com/radiosiete,https://twitter.com/radiosiete,,,,,,,,,,,ES,"Ciudad de Eibar, 4, 46988 Paterna, Valencia",46988,,local,false,,,,,,,,,false,ES_2738,39.5182225,-0.4727231,,,2022-09-06T09:21:51.041Z,2023-01-27T11:11:29.066Z,2022-09-06T09:22:58.469Z,web,spanish,,Valencia/València,Comunitat Valenciana,,,,,,,,,,,,
3560,Radio 90,true,http://www.radio90.net/,https://www.facebook.com/Radio90,https://twitter.com/SerRadio90,,,,,,,2003,,,,ES,CARRETERA DE LA RODA Nº39 C.P. 16200   MOTILLA DEL PALANCAR CUENCA.,16200,Motilla del Palancar,local,false,,MONTERO Y SANCHEZ COMUNICACIÓN S.L.,true,true,true,General,,,false,ES_2740,39.5610502,-1.9179365,,,2022-09-06T09:21:34.755Z,2023-01-27T11:11:02.724Z,2022-09-06T09:22:58.469Z,"radio, app, web",spanish,advertising,Cuenca,Castilla - La Mancha,,,,,,,,,,,,
3561,Rádio 93.8 ON FM,true,https://http://www.onfm.pt,https://www.facebook.com/ONFM93.8/,,,https://www.instagram.com/onfm93.8/?hl=pt,,,,,2019,,,,PT,"Rua Ana Maria Bastos, Bloco 1, Lojas 7 e 8",2560-295,Torres Vedras,local,false,,"93.8 On Fm, CRL",false,false,true,General,,private,false,PT_788,39.085394,-9.2598646,,,2022-09-06T08:54:08.880Z,2023-01-27T11:11:47.267Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,advertising,Lisboa,Lisboa,,,,,,,,,,,,
3562,Rádio 94 FM,true,http://http://www.radio94fm.pt,https://www.facebook.com/radio94fm/,https://twitter.com/radio94fm,https://www.youtube.com/channel/UC4mBQMXU1GTmIW_3BZ13oRw,https://www.instagram.com/radio94fm.leiria/,,,https://www.linkedin.com/company/radio94fm/,,2011,,,,PT,Av. Combatentes da Grande GuerraEd. Liz – 10º piso (Centro Comercial D. Dinis)Apartado 1113,2400-122,Leiria,local,false,,,true,false,true,General,,private,false,PT_789,39.7429541,-8.8098999,,,2022-09-06T08:54:25.129Z,2023-01-27T11:11:38.941Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,,Leiria,Leiria,,,,,,,,,,,,
3563,Radio Abarán,true,http://www.radioabaran.com/,https://www.facebook.com/la.delvalle.5,https://twitter.com/radio_abaran,https://www.youtube.com/user/RadioAbaranFM,https://www.instagram.com/radioabaran1078/,,,,,2001,,,,ES,"Calle Ermita, 30550 Abarán, Murcia",30550,Abarán,local,false,,,false,false,true,General,,,false,ES_2741,38.2046639,-1.4011907,,,2022-09-06T09:21:41.466Z,2023-01-27T11:12:11.164Z,2022-09-06T09:22:58.469Z,"radio, web",spanish,advertising,Murcia,Murcia, Región de,,,,,,,,,,,
3564,Ràdio Abrera,true,http://www.radioabrera.cat,https://es-es.facebook.com/pages/category/Telecommunication-Company/Radio-Abrera-1079-FM-1757219614513950/,https://twitter.com/AbreraInforma,,https://www.instagram.com/abrerainfo/,,,,,2006,,,,ES,"Major, 3. 2a. planta CP 08630 Abrera (Barcelona)",8630,Abrera,local,false,,,true,false,true,General,,,false,ES_2742,41.5175266,1.9017802,,,2022-09-06T09:22:11.991Z,2023-01-27T11:11:15.273Z,2022-09-06T09:22:58.469Z,"app, web, radio",catalan,"advertising, public_or_private_subsidies",Barcelona,Cataluña,,,,,,,,,,,,
3565,Radio Adaja,true,http://www.radioadaja.es/,https://www.facebook.com/Radio-Adaja-112466938790884,https://twitter.com/radioadaja,,,,,,,2010,,,,ES,"Plaza de la Constitución, 1. 05214 Pajares de Adaja, Ávila.",5214,Pajares de Adaja,local,false,,,true,false,true,General,,,false,ES_2743,40.9233084,-4.6403442,,,2022-09-06T09:11:15.307Z,2023-01-27T11:11:04.205Z,2022-09-06T09:22:58.469Z,"web, radio",spanish,"advertising, public_or_private_subsidies",Ávila,Castilla y León,,,,,,,,,,,,
3566,Radio Águilas,true,http://radioaguilas.blogspot.com.es/,https://www.facebook.com/AguilasRadio/,https://twitter.com/AguilasRadio,,,,,,,2009,,,,ES,,,Águilas,local,false,,,false,false,true,General,,,false,ES_2744,37.4119365,-1.5826055,,,2022-09-06T09:21:40.883Z,2023-01-27T11:12:11.183Z,2022-09-06T09:22:58.469Z,"web, radio",spanish,advertising,Murcia,Murcia, Región de,,,,,,,,,,,
3567,Radio Aktiva,false,http://radioaktivat.org/,https://www.facebook.com/AktivaFm,https://twitter.com/AktivaFm,,,,,,,,,2019,2019-03-05,ES,,,Alcoy,local,false,,,,,,,,private,false,ES_2745,38.6987066,-0.4810937,,,2022-09-06T09:21:50.719Z,2023-01-27T11:11:25.750Z,2022-09-06T09:22:58.469Z,web,valencian,,Alicante/Alacant,Comunitat Valenciana,,,,,,,,,,,,
3568,Radio Albacete,true,http://cadenaser.com/emisora/radio_albacete/,https://www.facebook.com/RadioAlbacete,https://twitter.com/RadioAlbacete,,,,,,,,,,,ES,"Avenida Estación, 5 - Bajo, 02001 Albacete",2001,Albacete,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2746,38.9987716,-1.8500091,,,2022-09-06T09:21:35.907Z,2023-01-27T11:11:01.211Z,2022-09-06T09:22:58.469Z,"app, web, radio",spanish,"advertising, branded_content",Albacete,Castilla - La Mancha,,,,,,,,,,,,
3569,Radio Albolote,false,http://radioalbolote.com/,https://www.facebook.com/radioalbolote,https://twitter.com/RadioAlbolote,,,,,,,,,,,ES,"Ramón y Cajal, 15. 18220 Albolote (Granada)",18220,Albolote,local,false,,,,,,,,private,false,ES_2747,37.2301223,-3.6575717,,,2022-09-06T09:16:49.739Z,2023-01-27T11:10:41.076Z,2022-09-06T09:22:58.469Z,web,spanish,,Granada,Andalucía,,,,,,,,,,,,
3570,Radio Alcalá,false,http://www.radioalcala.es/,https://www.facebook.com/radioalcala,,,,,,,,,,,,ES,"Calle Real, 48, 23680 Alcalá la Real, Jaén",23680,Alcalá la Real,local,false,,Ayuntamiento Alcalá la Real,,,,,,,false,ES_2748,37.4633214,-3.9271086,,,2022-09-06T09:11:22.962Z,2023-01-27T11:10:42.553Z,2022-09-06T09:22:58.469Z,web,spanish,,Jaén,Andalucía,,,,,,,,,,,,
3571,Radio Alcoy,true,http://www.radioalcoy.com/,https://www.facebook.com/radioalcoy,https://twitter.com/RadioAlcoy,https://www.youtube.com/channel/UC0dbftndrYRBCXokhJtV-ZQ,https://www.instagram.com/radio_alcoy,,,,,2002,,,,ES,"Bajos B-C, Carrer Doctor Sempere, 16, 03803 Alcoi, Alicante",3803,Alcoy,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2749,38.7002467,-0.4781943,,,2022-09-06T09:21:50.860Z,2023-01-27T11:11:29.086Z,2022-09-06T09:22:58.469Z,"app, web, radio","spanish, valencian","advertising, branded_content",Valencia/València,Comunitat Valenciana,,,,,,,,,,,,
3572,Radio Algeciras,true,http://cadenaser.com/emisora/radio_algeciras/,https://www.facebook.com/radioalgeciras,https://twitter.com/radioalgeciras,,https://www.instagram.com/radioalgeciras/,,,,,,,,,ES,"Calle Gral. Castaños, 2, 11201 Algeciras, Cádiz",11201,Algeciras,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2750,36.130509,-5.4468118,,,2022-09-06T09:11:09.423Z,2023-01-27T11:10:39.063Z,2022-09-06T09:22:58.469Z,"web, app, radio",spanish,"branded_content, advertising",Cádiz,Andalucía,,,,,,,,,,,,
3573,Radio Alicante,true,http://cadenaser.com/emisora/radio_alicante/,https://www.facebook.com/radioalicante,https://twitter.com/radioalicante,https://www.youtube.com/channel/UCuCmmnBsEIjdNVOxJkU5zLA,https://www.instagram.com/radioalicante/?hl=es,,,,,,,,,ES,"Carrer Calderón de la Barca, 26, 03004 Alacant",3004,Alicante,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2751,38.3499492,-0.4855421,,,2022-09-06T09:21:50.515Z,2023-01-27T11:11:25.771Z,2022-09-06T09:22:58.469Z,"app, web, radio",spanish,"advertising, branded_content",Alicante/Alacant,Comunitat Valenciana,,,,,,,,,,,,
3574,Rádio Alive FM,true,https://alivefm.pt,https://www.facebook.com/alivefmradio,,,,,,,,2013,,,,PT,"Rua Dr. Hilário de Almeida Pereira, 220, 1º Dto.",3560-172,Satão,local,false,,,false,false,true,General,,private,false,PT_790,40.7458308,-7.7319037,,,2022-09-06T09:10:50.773Z,2023-01-27T11:12:28.116Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,"branded_content, advertising",Viseu,Viseu,,,,,,,,,,,,
3575,Radio Allariz,false,http://www.allariz.com/Radio.asp,https://www.facebook.com/concellodeallariz,https://twitter.com/ConcelloAllariz,,,,,,,,,,,ES,Praza Maior 1. 32660 ALLARIZ (Ourense).,32660,Allariz,local,false,,Concello de Allariz,,,,,,,false,ES_2752,42.1901334,-7.8015663,,,2022-09-06T09:10:50.251Z,2023-01-27T11:11:36.250Z,2022-09-06T09:22:58.469Z,web,spanish,,Ourense,Galicia,,,,,,,,,,,,
3576,Radio Almaina,true,https://radioalmaina.org/,https://podcast.radioalmaina.org/tag/facebook/,https://twitter.com/radioalmaina,,,https://t.me/difusion_radioalmaina,,,,2011,,,,ES,"Acera del triunfo 27, Granada",18001,Gra,hyperlocal,false,,Almaina.org,true,false,false,Otros,radio libre',private,false,ES_2753,37.1835733,-3.6043357,,,2022-09-06T09:16:56.253Z,2023-01-27T11:10:41.098Z,2022-09-06T09:22:58.469Z,"radio, web",spanish,"donations, suscription_membership_payment",Granada,Andalucía,,,,,,,,,,,,
3577,Radio Almansa,false,http://www.radioalmansa.es/,https://www.facebook.com/Radioalmansa-1376877029225216,https://twitter.com/RadioAlmansa,,,,,,,,,,,ES,"Calle de Aragón, 21, 02640 Almansa, Albacete",2640,Almansa,local,false,,,,,,,,,false,ES_2754,38.8705625,-1.0955362,,,2022-09-06T09:21:43.556Z,2023-01-27T11:11:01.230Z,2022-09-06T09:22:58.469Z,web,spanish,,Albacete,Castilla - La Mancha,,,,,,,,,,,,
3578,Radio Altea,true,http://www.radioaltea.com/,https://www.facebook.com/RadioAltea,https://twitter.com/radioaltea,,https://www.instagram.com/radioaltea/,,,,,2002,,,,ES,"Centro Juvenil, Carrer la Tella, s/n, 03590 Altea, Alicante",3590,Altea,local,false,,,true,false,true,General,,,false,ES_2755,38.6053973,-0.0446392,,,2022-09-06T09:21:57.497Z,2023-01-27T11:11:25.791Z,2022-09-06T09:22:58.469Z,"radio, app, web","spanish, valencian",,Alicante/Alacant,Comunitat Valenciana,,,,,,,,,,,,
3579,Rádio Altitude,true,https://http://www.altitude.fm,https://www.facebook.com/AltitudeFM.Guarda,https://twitter.com/altitudefm,https://www.youtube.com/channel/UCbQXGhHxst4ElfRbAqFhIlw,,,,,1948,2009,,,,PT,"Rua Batalha Reis, Parque da Saúde",6300-668,Guarda,local,false,,"Radialtitude – Sociedade de Comunicação da Guarda, Lda",true,false,true,General,,private,false,PT_791,40.5346068,-7.2697995,,,2022-09-06T09:10:55.527Z,2023-01-27T11:11:37.959Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,advertising,Guarda,Guarda,,,,,,,,,,,,
3580,Rádio Alto Ave,true,https://radioaltoave.sapo.pt,https://www.facebook.com/RadioAltoAve,https://twitter.com/radioaltoave,https://www.youtube.com/channel/UCKhqD9iZ4tFypvWNX427pTw,https://www.instagram.com/radioaltoave/,,,,,2011,,,,PT,"Av. Prof. Carlos Teixeira, 44 1º andar loja 10",4850-527,Vieira do Minho,hyperlocal,false,,,true,false,true,General,,private,false,PT_792,41.6366106,-8.1443174,,,2022-09-06T08:54:42.628Z,2023-01-27T11:10:55.377Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,advertising,Braga,Braga,,,,,,,,,,,,
3581,Rádio Alto Minho,true,https://radioaltominho.sapo.pt,https://www.facebook.com/radioaltominho,,https://www.youtube.com/channel/UCE1pjaXQJO4-zu4VOOQssbA,https://www.instagram.com/radioaltominho/,,,,,2011,,,,PT,Rua José Espregueira Nº23 R/C,4900-459,Viana do Castelo,local,false,,Rádio Alto Minho - Sociedade de Informação regional Lda.,false,false,true,General,,private,false,PT_793,41.6981113,-8.8251167,,,2022-09-06T08:54:24.773Z,2023-01-27T11:12:27.223Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,advertising,Viana do Castelo,Viana do Castelo,,,,,,,,,,,,
3582,Rádio Alvor,true,https://http://www.alvorfm.com,https://www.facebook.com/alvorfm,https://twitter.com/AlvorFM,https://www.youtube.com/user/alvor2007,https://www.instagram.com/alvorfm/,,,,1986,2011,,,,PT,Urb. Monte da Bemposta Lote 1 Cave A - Apartado 263,8500-833,Portimão,local,false,,Rádio Alvor CRL,false,false,false,Cultura (literatura, cine, música, arte),,private,false,PT_794,37.13617,-8.5376926,,,2022-09-06T08:54:32.874Z,2023-01-27T11:11:32.704Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,advertising,Faro,Faro,,,,,,,,,
3583,Rádio Amália de Setúbal,true,https://http://www.amalia.fm,https://www.facebook.com/RadioAmalia.fm/,,,,,,,2009,2011,,,,PT,"Rua Viriato, nº 25. 3º Esquerdo",1050-234,Lisboa,national,false,,Rádio Voz de Setúbal Lda,false,false,false,Cultura (literatura, cine, música, arte),,private,false,PT_795,38.7316501,-9.1476401,,,2022-09-06T08:54:16.160Z,2023-01-27T11:11:47.289Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,advertising,Lisboa,Lisboa,,,,,,,,,
3584,Radio Andújar,true,http://www.radioandujar.com/,https://www.facebook.com/Radio-And%C3%BAjar-929-FM-Oficial-485621654848229,,https://www.youtube.com/channel/UCrh277NbvltMjOqFdv9kdEw,,,,,,2003,,,,ES,"Ollerías 39, 1ª · 23740 Andújar (Jaén)",23740,Andújar,local,false,,Edita Radio Andújar SLU,true,false,true,General,,,false,ES_2756,38.0388907,-4.0541547,,,2022-09-06T09:11:20.447Z,2023-01-27T11:10:42.578Z,2022-09-06T09:22:58.469Z,"web, radio, app",spanish,advertising,Jaén,Andalucía,,,,,,,,,,,,
3585,Rádio Ansiães,true,https://radioansiaes.pt,https://www.facebook.com/radioansiaes98.1/,,https://www.youtube.com/channel/UCh09_bOPsK34A6MlCcYRsAA,https://www.instagram.com/radioansiaes98.1/,,,,1987,2002,,,,PT,Rua Tenente Aviador Melo Rodrigues nº324,5140-100,Carrazeda de Ansiães,local,false,,Cooperativa de Rádio Ansiães CRL,true,false,true,General,,private,false,PT_796,41.244283,-7.3086441,,,2022-09-06T09:10:55.299Z,2023-01-27T11:10:56.220Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,advertising,Bragança,Bragança,,,,,,,,,,,,
3586,Rádio Antena Livre,true,https://http://www.antenalivre.pt,https://www.facebook.com/radioantenalivre/,,https://www.youtube.com/channel/UC7LyFRRl-KJVGuxnanFQfbQ,,,,,1981,2005,,,,PT,"Rua General Humberto Delgado, Edifício Mira Rio CV, Apartado 65",2204-909,Abrantes,local,false,,"Média On, Comunicação Social Lda",true,false,true,General,,private,false,PT_797,39.4621054,-8.1986484,,,2022-09-06T08:54:42.112Z,2023-01-27T11:12:25.988Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,advertising,Santarém,Santarém,,,,,,,,,,,,
3587,Rádio Antena Livre de Gouveia,true,https://896fm.pt,https://www.facebook.com/antenalivreoficial,,,,,,,1984,2014,,,,PT,"Av. dos Bombeiros Voluntários, apartado 66",6290-520,Guarda,local,false,,"Antena Livre de Gouveia, Cooperativa de radiodifusão Lda.",false,false,true,General,,private,false,PT_798,40.49313548,-7.592254918,,,2022-09-06T09:10:51.792Z,2023-01-27T11:11:37.981Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,,Guarda,Guarda,,,,,,,,,,,,
3588,Radio Antena Minho,true,https://http://www.antenaminho.pt,https://www.facebook.com/antenaminho,https://twitter.com/antenaminho,https://www.youtube.com/channel/UCzpv4vw_yRflJTAbYmNHsRw,https://www.instagram.com/antenaminho/,,,,1985,,,,,PT,"Praceta do Magistério, 34",4400-236,Braga,local,false,,"Arcada Nova – Comunicação, Marketing e Publicidade, SA",true,false,true,General,,private,false,PT_799,41.5393911,-8.438477,,,2022-09-06T08:54:35.788Z,2023-01-27T11:10:55.400Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,advertising,Braga,Braga,,,,,,,,,,,,
3589,Rádio Antena Vareira,true,https://radioavfm.net,https://www.facebook.com/radioavfm,,https://www.youtube.com/radioavfm,https://www.instagram.com/radioavfm/,,,,1989,2010,,,,PT,"Largo dos Bombeiros Voluntários de Ovar, 87",4100-456,Ovar,hyperlocal,false,,"ANTENA VAREIRA – Cooperativa Cultural e Recreativa, CRL",true,false,true,General,,private,false,PT_800,40.86099,-8.6255419,,,2022-09-06T08:54:29.642Z,2023-01-27T11:10:51.431Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,advertising,Aveiro,Aveiro,,,,,,,,,,,,
3590,Radio Antequera,true,http://www.radioantequera.es/,https://www.facebook.com/lascuatroesquinasantequera,https://twitter.com/L4EAntequera,https://www.youtube.com/channel/UCcDKuZF6mOcvupsWGot5DNQ,https://www.instagram.com/lascuatroesquinas/,,,,,2011,,,,ES,"Aguardenteros, 15, 29200 Antequera, Málaga",29200,Antequera,local,false,,GRUPO MEDIANTE COMUNICACIÓN SL,true,true,true,General,,,false,ES_2757,37.017369,-4.5631627,https://las4esquinas.com/,,2022-09-06T09:11:16.070Z,2023-01-27T11:10:44.272Z,2022-09-06T09:22:58.469Z,"web, print",spanish,advertising,Málaga,Andalucía,,,,,,,,,,,,
3591,Radio Aranda,true,http://www.radioaranda.com/,https://www.facebook.com/Ser-Aranda-de-Duero-506350456423879,https://twitter.com/Radio_Aranda,https://www.youtube.com/channel/UCHps6D5OnL_JEuphsnn9LyQ,,,,,,2000,,,,ES,"Calle Isilla, 2, 09400 Aranda de Duero, Burgos",9400,Aranda de Duero,local,false,Prisa,PRISA,true,true,true,General,,,false,ES_2758,41.6712288,-3.6862718,,,2022-09-06T09:16:43.780Z,2023-01-27T11:11:04.529Z,2022-09-06T09:22:58.469Z,"radio, app, web",spanish,"branded_content, advertising",Burgos,Castilla y León,,,,,,,,,,,,
3592,Radio Arcos,true,http://www.radioarcos.es/,https://es-es.facebook.com/pages/RADIO-ARCOS-EMISORA-MUNICIPAL/1416976905187243,,https://www.youtube.com/channel/UC6gTGTKc2XGHvX1QWIbitgA,,,,,,2006,,,,ES,Dean Espinosa 9 2º P 11630 Arcos de la Frontera  Cádiz,11630,Arcos de la Frontera,local,false,,Ayuntamiento de Arcos de la Frontera,false,false,true,General,,,false,ES_2759,36.7486852,-5.8073065,,,2022-09-06T09:11:05.747Z,2023-01-27T11:10:39.085Z,2022-09-06T09:22:58.469Z,"radio, web",spanish,advertising,Cádiz,Andalucía,,,,,,,,,,,,
3593,Ràdio Arenys,true,http://www.radioarenys.cat/,https://www.facebook.com/radioarenys,https://twitter.com/radioarenys,https://www.youtube.com/user/RadioArenys,https://www.instagram.com/radioarenys/?hl=es,https://t.me/radioarenys,,,,2006,,,,ES,,8350,Arenys de Mar,local,false,,,true,false,true,General,,,false,ES_2760,41.5855397,2.5470339,,,2022-09-06T09:22:32.588Z,2023-01-27T11:11:15.293Z,2022-09-06T09:22:58.469Z,"web, radio, app",catalan,advertising,Barcelona,Cataluña,,,,,,,,,,,,
3594,Ràdio Arenys de Munt,false,http://www.radioarenysmunt.cat/,https://www.facebook.com/radioarenysmunt,https://twitter.com/RadioArenysMunt,,,,,,,,,,,ES,"Plaza de l'Església, nº 5, 2on. pis - Arenys de Munt",8358,Arenys de Munt,local,false,,,,,,,,,false,ES_2761,41.6093683,2.5408414,,,2022-09-06T09:22:32.489Z,2023-01-27T11:11:15.314Z,2022-09-06T09:22:58.469Z,web,catalan,,Barcelona,Cataluña,,,,,,,,,,,,
3595,Ràdio Argentona,true,http://argentona.cat/la_radio,https://www.facebook.com/radioargentona,https://twitter.com/radioargentona,http://argentona.cat/ac_ayoutube,https://www.instagram.com/radioargentona/,,,,,2006,,,,ES,"Carrer les Parres, 21 – 23, 08310 Argentona, Barcelona",8310,Argebntona,local,false,,,true,false,true,General,,,false,ES_2762,41.5538481,2.404362,,,2022-09-06T09:22:31.493Z,2023-01-27T11:11:15.335Z,2022-09-06T09:22:58.469Z,"radio, web",catalan,"advertising, public_or_private_subsidies",Barcelona,Cataluña,,,,,,,,,,,,
3596,Radio Arlanzón Burgos Noticias,true,http://www.burgosnoticias.com/radio_arlanzon,https://www.facebook.com/radioarlanzon,https://twitter.com/radioarlanzon,https://www.youtube.com/channel/UCMbhZLZxBo4mqBinqOGHl9A,https://www.instagram.com/burgosnoticias,,,,,2013,,,,ES,"Plaza Vadillos, 5 -09005 Burgos",9005,Arlanzón / Burgos,local,false,,Radio Arlanzón SL,true,false,true,General,,,false,ES_2763,42.3472629,-3.6998912,,,2022-09-06T09:16:36.931Z,2023-01-27T11:11:04.551Z,2022-09-06T09:22:58.469Z,"radio, web, app",spanish,advertising,Burgos,Castilla y León,,,,,,,,,,,,
3597,Radio Armilla,false,http://www.armilladigital.com/el-municipio/radio-armilla/,https://www.facebook.com/Radio-Armilla-191103531037465,https://twitter.com/RadioArmilla,,,,,,,,,,,ES,Plaza Constitución 1. 18100 Armilla (Granada – España),18100,Armilla,local,false,,Ayuntamiento de Armilla,,,,,,,false,ES_2764,37.1428926,-3.6277081,,,2022-09-06T09:16:53.146Z,2023-01-27T11:10:41.118Z,2022-09-06T09:22:58.469Z,web,spanish,,Granada,Andalucía,,,,,,,,,,,,
3598,Radio Arrebato,true,http://www.radioarrebato.net/,https://www.facebook.com/radioarrebato107.4,https://twitter.com/RadioArrebatoFM,https://www.youtube.com/watch?v=fguE4gclTys,,,,,,2005,,,,ES,"Hermanos Fernández Galiano, 6 - 19004, Guadalajara",19004,Guadalajara,local,false,,"Asociación de Antiguos Alumnos, Alumnos y Profesores del Instituto de Bachillerato “Brianda de Mendoza” (AIBM)",true,false,false,Otros,radio musical,,false,ES_2765,40.6349925,-3.1764585,,,2022-09-06T09:17:00.335Z,2023-01-27T11:11:03.139Z,2022-09-06T09:22:58.469Z,"radio, web",spanish,,Guadalajara,Castilla - La Mancha,,,,,,,,,,,,
3599,Ràdio Artà,true,http://www.radioarta.cat/,https://www.facebook.com/RadioArtaMunicipal,https://twitter.com/RadioArta107_9,https://www.youtube.com/channel/UCTeaW2PZXNg7DRNTS1kAjNQ,,,,,,2015,,,,ES,"Plaça de l'Ajuntament, 1, 07570 Artà, Illes Balears",7570,Artà,local,false,,Ayuntamiento de Artà,true,false,true,General,,,false,ES_2766,39.6951167,3.3512107,,,2022-09-06T09:22:39.365Z,2023-01-27T11:10:53.220Z,2022-09-06T09:22:58.469Z,"radio, web",catalan,advertising,Illes Balears,Balears, Illes,,,,,,,,,,,
3600,Radio Arzúa,false,http://radioarzua.galeon.com/,https://www.facebook.com/Radio-Arz%C3%BAa-212761222127896,https://twitter.com/radioarzua,,,,,,,,,,,ES,,,Arzúa,local,false,,Concello de Arzúa,,,,,,,false,ES_2767,42.9296884,-8.1607836,,,2022-09-06T08:54:42.478Z,2023-01-27T11:11:34.764Z,2022-09-06T09:22:58.469Z,web,spanish,,A Coruña,Galicia,,,,,,,,,,,,
3601,Radio Aspe,true,http://radioaspe.es/,https://www.facebook.com/radioaspe,https://twitter.com/RadioAspe,https://www.youtube.com/user/radioaspe,,,,,,2005,,,,ES,"Calle Lepanto, 42, 03680 Aspe, Alicante",3680,Aspe,local,false,,,false,false,true,General,,,false,ES_2768,38.3496301,-0.766802,,,2022-09-06T09:21:48.263Z,2023-01-27T11:11:25.807Z,2022-09-06T09:22:58.469Z,"radio, print, web, app",spanish,,Alicante/Alacant,Comunitat Valenciana,,,,,,,,,,,,
3602,Radio Asturias,true,http://cadenaser.com/emisora/radio_asturias/,https://www.facebook.com/RadioAsturias,https://twitter.com/radioasturias,,,,,,,,,,,ES,"C/ ASTURIAS, 19, 33004 Oviedo, Asturias",33004,Oviedo,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2769,43.3630026,-5.8551879,,,2022-09-06T09:11:05.167Z,2023-01-27T11:10:50.222Z,2022-09-06T09:22:58.469Z,"radio, web, app",spanish,advertising,Asturias,Asturias, Principado de,,,,,,,,,,,
3603,Radio Atalaya de Cabra,false,http://www.radioatalayadecabra.com/,https://www.facebook.com/radioatalaya107.3,,https://www.instagram.com/radioatalaya107.3/,,,,,,,,2022,,ES,"Plaza de España, 14, 14940, Cabra, Córdoba",14940,Cabra,local,false,,Ayuntamiento de Cabra,true,false,true,General,,,false,ES_2770,37.4732978,-4.4425146,,,2022-09-06T09:11:17.957Z,2023-01-27T11:10:40.286Z,2022-09-06T09:22:58.469Z,"web, radio",spanish,public_or_private_subsidies,Córdoba,Andalucía,,,,,,,,,,,,
3604,Rádio Atlântida,true,https://www.radioatlantida.net,https://www.facebook.com/radioatlantida/,,,,,,,1988,2010,,,,PT,"Rua Bento José Morais, n.º 23 5ºSul",9500-772,Ponta Delgada,local,false,,"Atlantirádio, Sociedade de Radiodifusão, Lda",true,false,true,General,,private,false,PT_801,37.7526268,-25.6574002,,,2022-09-06T08:54:01.116Z,2023-02-17T15:51:14.492Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,"suscription_membership_payment, advertising",R. A. Açores,R. A. Açores,,,,,,,,,,,,
3605,Radio Aventura,false,http://www.radioaventura.com/,https://www.facebook.com/RadioAventuraSiglo21,https://twitter.com/AldescubiertoRA,,,,,,,,,2017,2017-09-12,ES,"Calle Ruiz, 2 ,  35200 Telde – Las Palmas‎ , Gran Canaria",35200,,local,false,,,,,,,,,false,ES_2771,27.996754,-15.4166693,,,2022-09-06T08:54:04.733Z,2023-01-27T11:10:57.001Z,2022-09-06T09:22:58.469Z,web,spanish,,Las Palmas,Canarias,,,,,,,,,,,,
3606,Radio Ayala,false,http://www.radioayala.com,,https://twitter.com/radioayala,,,,,,,,,2015,2015-07-01,ES,"C/ Zumalakarregui, 64, Detrás de Eroski, 01400 Llodio, Álava",1400,Ayala,local,false,,,,,,,,,false,ES_2772,43.13743,-2.9698223,,,2022-09-06T09:17:02.065Z,2023-01-27T11:12:17.531Z,2022-09-06T09:22:58.469Z,web,spanish,,Araba/Álava,País Vasco,,,,,,,,,,,,
